ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;NIVEL;CARGO;NOME_CARGO;APROVADA;DISTRIBUIDA;OCUPADA;VAGA;CLIENTE;TEMA;FONTE;DATA_CARGA;DATA_ACESSO;FORMATO_ORIGEM;PERIODICIDADE;RESPONSAVEL;VERSAO_SCRIPT;AMBIENTE_EXECUCAO
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701421;CONTINUO;30;30;30;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701422;COZINHEIRO;7;7;7;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701423;CONTRAMESTRE-OFICIO;11;11;11;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701427;ELETRICISTA;10;10;10;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701428;ELETRICISTA DE ESPETACULO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701429;ENCADERNADOR;6;6;6;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701431;FOTOGRAFO;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701432;FOTOGRAVADOR;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701436;IMPRESSOR;4;4;4;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701437;ASSISTENTE DE LABORATORIO;19;19;19;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701438;LINOTIPISTA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701439;LOCUTOR;4;4;3;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701441;MECANICO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701443;MECANICO DE MONTAGEM E MANUTENCAO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701445;MOTORISTA;14;14;14;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701446;OPERADOR DE CALDEIRA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701449;OPERADOR DE EST DE TRATAM AGUA-ESGOTO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701452;OPERADOR DE MAQ AGRICOLAS;4;4;3;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701454;OPERADOR DE MAQUINA COPIADORA;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701456;OPERADOR DE RADIO TELECOMUNICACOES;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701458;PORTEIRO;9;9;9;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701459;RECEPCIONISTA;8;8;8;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701463;SONOPLASTA;4;4;4;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701464;TELEFONISTA;7;7;7;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701465;TIPOGRAFO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701466;TORNEIRO MECANICO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NI;701830;TECNICO EM ELETRONICA;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701001;ADMINISTRADOR;96;90;85;11;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701004;ARQUITETO E URBANISTA;9;9;9;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701005;ARQUIVISTA;12;9;9;3;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701006;ASSISTENTE SOCIAL;40;40;35;5;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701007;ASSISTENTE TEC DE EMBARCACOES;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701009;AUDITOR;3;2;1;2;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701010;BIBLIOTECARIO-DOCUMENTALISTA;85;80;78;7;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701011;BIOLOGO;8;8;8;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701013;COMANDANTE DE LANCHA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701015;CONTADOR;34;34;34;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701026;ECONOMISTA;17;16;16;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701027;ECONOMISTA DOMESTICO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701028;EDITOR DE PUBLICACOES;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701029;ENFERMEIRO-AREA;187;187;180;7;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701031;ENGENHEIRO-AREA;59;59;59;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701032;ENGENHEIRO DE SEG DO TRABALHO;6;6;6;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701033;ESTATISTICO;4;4;4;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701034;FARMACEUTICO-HABILITACAO;16;16;16;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701038;FISIOTERAPEUTA;15;15;15;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701039;FONOAUDIOLOGO;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701040;GEOGRAFO;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701041;GEOLOGO;5;5;4;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701043;HISTORIADOR;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701045;JORNALISTA;25;25;25;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701047;MEDICO-AREA;261;261;238;23;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701048;MEDICO VETERINARIO;8;8;8;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701052;MUSEOLOGO;4;4;4;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701055;NUTRICIONISTA-HABILITACAO;22;21;16;6;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701058;PEDAGOGO-AREA;13;10;10;3;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701060;PSICOLOGO-AREA;35;34;33;2;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701061;PRODUTOR CULTURAL;12;12;10;2;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701062;ANALISTA DE TEC DA INFORMACAO;76;70;63;13;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701063;ODONTOLOGO - 30 HORAS - DL 1445-76;7;7;7;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701064;ODONTOLOGO - 40 HORAS;8;8;8;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701066;PROGRAMADOR VISUAL;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701067;PUBLICITARIO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701069;REDATOR;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701073;REVISOR DE TEXTOS;9;9;9;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701074;ROTEIRISTA;1;0;0;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701076;SECRETARIO EXECUTIVO;61;61;60;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701078;TECNICO DESPORTIVO;5;5;5;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701079;TECNICO EM ASSUNTOS EDUCACIONAIS;33;33;31;2;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701081;TECNOLOGO-FORMACAO;14;14;14;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701082;TERAPEUTA OCUPACIONAL;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701084;TRADUTOR INTERPRETE;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701085;ZOOTECNISTA;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701086;ENGENHEIRO AGRONOMO;21;21;21;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701087;FARMACEUTICO;45;45;45;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26233;UNIVERSIDADE FEDERAL DO CEARA;UFCE;NS;701088;FARMACEUTICO BIOQUIMICO;9;9;9;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
