ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;NIVEL;CARGO;NOME_CARGO;APROVADA;DISTRIBUIDA;OCUPADA;VAGO;;Cliente;Tema;Fonte;Data Carga;Origem Dados;Periodicidade;Responsável;Versão Script;Ambiente Execução
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;10057;AUXILIAR OPERACIONAL DE AGROPECUARIA;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;22023;AUXILIAR DE AMBULATORIO;2;2;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;22095;OFICIAL DE MANUTENCAO;61;61;0;61;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;438004;AUXILIAR DE LABORATORIO;116;105;89;27;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482009;AG OPERAC DE TELEC E ELETRICIDADE;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482018;ARTIFICE DE ARTES GRAFICAS;6;6;6;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482019;ARTIF DE CARPINT E MARCENARIA;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482021;ARTIF DE ELETRIC COMUNICACOES;5;5;5;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482025;ARTIFICE DE MECANICA;8;8;8;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482037;AUXILIAR DE ARTES GRAFICAS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482038;AUXILIAR DE ARTIFICE;21;21;21;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482054;AUXILIAR DE MANUTENCAO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482062;AUXILIAR DE SERVICOS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482065;AUXILIAR DE SERV GERAIS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482067;AUX EM TRANSP MARITIMO E FLUVIAL;4;4;4;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482076;AUXILIAR OPERAC EM AGROPECUARIA;627;627;627;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482079;AUX OPERAC SERV DIVERSOS;33;33;33;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482095;COPEIRO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482142;PRATICO AGRICOLA;41;41;0;41;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NA;482159;TRATORISTA;13;13;13;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;8001;AGENTE ADMINISTRATIVO;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;26095;ENUMERADOR;2;2;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;28019;ESCRITURARIO;2;2;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;44059;TECNICO NIVEL MEDIO;3;3;0;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;406003;TECNICO;84;0;0;84;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;407002;ASSISTENTE EM CIENCIA E TECNOLOGIA;83;0;0;83;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;430001;AGENTE ADMINISTRATIVO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;430098;MOTORISTA OFICIAL;1;0;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;438001;AG INSP SANIT E IND PROD ORIG ANIMAL;2187;2184;1689;498;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;438002;AGENTE DE ATIV AGROPECUARIAS;1016;1016;604;412;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;438003;TECNICO DE LABORATORIO;373;304;267;106;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;460012;DATILOGRAFO;2;2;1;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481004;AGENTE ADMINISTRATIVO;2100;2091;1467;633;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481006;AGENTE ANALISTA GRAF FIS SUP;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481015;AGENTE DE ATIV MARITIMAS FLUVIAIS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481017;AGENTE DE CINEFOTO MICROFILMAGEM;7;7;6;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481020;AGENTE DE COMUNICACAO SOCIAL;20;20;15;5;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481026;AGENTE DE PORTARIA;193;193;193;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481030;AGENTE DE SERV COMPLEMENTARES;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481033;AGENTE DE TRANSP MARITIMO FLUVIAL;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481035;AGENTE DE VIGILANCIA;254;254;254;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481036;AGENTE DE HIG SEGURANCA NO TRABALHO;2;2;1;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481041;AGENTE SERVICOS ENGENHARIA;13;13;13;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481042;AGENTE TELEC ELETRICIDADE;49;49;38;11;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481051;ARTIFICE;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481053;ARTIFICE DE ARTES GRAFICAS;29;29;24;5;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481054;ARTIF DE CARPINT MARCENARIA;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481056;ARTIF DE ELETRIC E COMUNICACAO;7;7;4;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481057;ARTIF DE ESTRUT DE OBRAS METALURGIA;3;3;1;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481060;ARTIFICE DE MECANICA;35;35;35;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481069;ASSESSOR;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481072;ASSISTENTE ADMINISTRATIVO;119;119;9;110;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481076;ASSISTENTE DE ADMINISTRACAO;4;4;3;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481078;ASSISTENTE DE COMUNICACAO;6;6;0;6;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481103;AUXILIAR ADMINISTRATIVO;3;3;2;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481110;AUXILIAR DE ENFERMAGEM;10;10;5;5;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481116;AUXILIAR DE METEOROLOGIA;417;417;244;173;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481119;AUX DE RECURSOS HUMANOS;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481126;AUX DE SERVICOS GERAIS;7;7;7;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481132;AUX EM ASSUNTOS EDUCACIONAIS;3;3;2;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481138;AUX OPERAC DE SERV DIVERSOS;179;179;179;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481143;AUXILIAR TECNICO;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481159;CLASSIFICADOR DE CACAU;13;13;0;13;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481175;DATILOGRAFO;199;199;161;38;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481177;DESENHISTA;35;35;21;14;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481200;ESCRITURARIO;125;123;4;121;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481203;ESPECIALISTA DE NIVEL MEDIO;7;7;6;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481232;LABORATORISTA;8;8;8;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481253;MESTRE;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481261;MOTORISTA;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481262;MOTORISTA OFICIAL;209;209;209;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481264;OFICIAL;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481269;OPERADOR;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481273;OPERADOR DE COMPUTADOR;13;11;9;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481293;PERFURADOR DIGITADOR;2;2;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481303;PROFESSOR HORISTA;9;9;5;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481305;PROGRAMADOR;20;20;15;5;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481307;PROGRAMADOR DE COMPUTADOR;2;2;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;13000;MINIST.DA AGRICULTURA,PECUARIA E ABAST.;MAPA;NI;481315;SECRETARIO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
