ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;NIVEL;CARGO;NOME_CARGO;APROVADA;DISTRIBUIDA;OCUPADA;VAGO;;Cliente;Tema;Fonte;Data Carga;Origem Dados;Periodicidade;Responsável;Versão Script;Ambiente Execução
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701211;REVISOR DE TEXTOS BRAILLE;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701224;TECNICO EM CONTABILIDADE;3;3;2;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701226;TEC DE TECNOLOGIA DA INFORMACAO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701233;TECNICO EM ENFERMAGEM;9;9;7;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701266;TRADUTOR INTERPRETE DE LINGUAGEM SINAIS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701400;ADMINISTRADOR DE EDIFICIOS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701403;ASSISTENTE DE ALUNO;16;16;14;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701405;AUX EM ADMINISTRACAO;7;7;5;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701408;AUXILIAR EM ASSUNTOS EDUCACIONAIS;5;5;5;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701409;AUXILIAR DE BIBLIOTECA;4;4;4;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701436;IMPRESSOR;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NI;701458;PORTEIRO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;60011;PROFESSOR DE 1 E 2 GRAUS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701001;ADMINISTRADOR;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701006;ASSISTENTE SOCIAL;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701026;ECONOMISTA;3;3;1;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701029;ENFERMEIRO-AREA;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701039;FONOAUDIOLOGO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701047;MEDICO-AREA;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701055;NUTRICIONISTA-HABILITACAO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701058;PEDAGOGO-AREA;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701060;PSICOLOGO-AREA;4;4;3;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701062;ANALISTA DE TEC DA INFORMACAO;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701064;ODONTOLOGO - 40 HORAS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701078;TECNICO DESPORTIVO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;701079;TECNICO EM ASSUNTOS EDUCACIONAIS;7;7;6;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26105;INSTITUTO BENJAMIN CONSTANT;I.B.CONST;NS;707001;PROFESSOR ENS BASICO TECN TECNOLOGICO;170;160;156;14;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NA;473100;AUX OPERAC SERV DIVERSOS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NA;473101;PROFIS DE NIVEL OPERACIONAL;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;472001;TEC EM FINANCIAMENTO E EXECUCAO;427;427;131;296;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473050;AGENTE ADMINISTRATIVO;33;33;31;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473051;AG DE MECANIZACAO DE APOIO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473052;AGENTE DE PORTARIA;5;5;5;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473053;AGENTE DE VIGILANCIA;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473054;ARTIFICE DE MECANICA;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473055;ASSISTENTE DE ADMINISTRACAO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473057;AUX DE SERVICOS DIVERSOS;4;4;4;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473058;AUX EM ASSUNTOS EDUCACIONAIS;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473059;AUX OPERAC SERV DIVERSOS;7;7;7;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473060;DATILOGRAFO;7;7;7;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473062;DESENHISTA TECNICO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473063;DIGITADOR;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473064;MOTORISTA;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473065;MOTORISTA OFICIAL;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473066;OPERADOR DE COMPUTADOR;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473068;TECNICO DE CONTABILIDADE;9;9;9;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473070;TECNICO EM MANUTENCAO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NI;473071;TECNICO DE NIVEL MEDIO;82;82;74;8;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;16001;ANALISTA DE SISTEMAS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;68088;TECNICO EM ASSUNTOS EDUCACIONAIS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;471001;ESPECIALISTA EM FINANCIAMENTO E EXECUCAO;402;402;180;222;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473001;ADMINISTRADOR;16;16;15;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473002;ANALISTA DE O E M;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473003;ANALISTA DE SISTEMAS;6;6;5;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473008;BIBLIOTECARIO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473009;CONTADOR;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473010;ECONOMISTA;4;4;4;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473012;ESTATISTICO;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473019;TEC DE NIVEL SUPERIOR;62;62;59;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473021;TEC EM ASSUNTOS EDUCACIONAIS;34;34;31;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473022;TEC EM COMUNICACAO SOCIAL;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26106;FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO;FNDE;NS;473024;TECNICO ESPECIALIZADO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NA;470100;AUX OPERAC SERV DIVERSOS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NI;469001;TEC EM INFORMACOES EDUCACIONAIS;108;102;63;45;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NI;470050;AGENTE ADMINISTRATIVO;19;19;12;7;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NI;470053;AUXILIAR EM ASSUNTOS EDUCACIONAIS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NI;470054;AUX OPERAC DE SERV DIVERSOS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NI;470055;DATILOGRAFO;5;5;4;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NI;470056;MOTORISTA OFICIAL;4;4;2;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NI;470057;OPERADOR DE COMPUTACAO;2;2;1;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NI;470058;PERFURADOR DIGITADOR;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NI;470061;TECNICO DE CONTABILIDADE;4;4;4;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NI;470062;TECNICO NIVEL MEDIO;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NS;468001;PESQ TECNOLOGISTA EM INFORMACOES;397;318;273;124;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NS;470001;ADMINISTRADOR;9;9;7;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NS;470002;ANALISTA DE SISTEMAS;7;7;5;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NS;470003;ARQUIVISTA;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NS;470004;BIBLIOTECARIO;5;5;4;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NS;470005;CONTADOR;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
fev 2016;26107;INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS;INEP;NS;470006;ECONOMISTA;5;5;4;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-28;ods;Mensal;Automação de Script;1.0;Produção
