ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;NIVEL;CARGO;NOME_CARGO;APROVADA;DISTRIBUIDA;OCUPADA;VAGA;;CLIENTE;TEMA;FONTE;DATA_CARGA;DATA_ACESSO;FORMATO_ORIGEM;PERIODICIDADE;RESPONSAVEL;VERSAO_SCRIPT;AMBIENTE_EXECUCAO
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;480164;ODONTOLOGO - 40 HORAS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;480203;PSICOLOGO;10;10;2;8;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;480216;SOCIOLOGO;7;7;3;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;480228;NUTRICIONISTA;2;2;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;480235;TECNICO DE COMUNICACAO;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;480238;TECNICO DE NIVEL SUPERIOR;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;480245;TECNICO EM ASSUNTOS EDUCACIONAIS;470;469;156;314;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;480246;TECNICO EM COMUNICACAO SOCIAL;40;40;18;22;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;480271;ODONTOLOGO - 30 HORAS;7;7;2;5;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;499001;ANALISTA TECNICO DE POLITICAS SOCIAIS;300;300;30;270;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701001;ADMINISTRADOR;508;0;0;508;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701002;ANTROPOLOGO;4;0;0;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701003;ARQUEOLOGO;1;0;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701004;ARQUITETO E URBANISTA;227;0;0;227;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701005;ARQUIVISTA;168;0;0;168;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701006;ASSISTENTE SOCIAL;57;0;0;57;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701007;ASSISTENTE TEC DE EMBARCACOES;39;0;0;39;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701009;AUDITOR;468;0;0;468;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701010;BIBLIOTECARIO-DOCUMENTALISTA;262;0;0;262;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701011;BIOLOGO;22;0;0;22;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701012;BIOMEDICO;13;0;0;13;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701015;CONTADOR;34;0;0;34;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701016;COREOGRAFO;4;0;0;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701019;DIRETOR DE ARTES CENICAS;7;0;0;7;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701024;DIRETOR DE PROGRAMA;8;0;0;8;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701026;ECONOMISTA;493;0;0;493;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701028;EDITOR DE PUBLICACOES;1;0;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701029;ENFERMEIRO-AREA;783;0;0;783;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701030;ENFERMEIRO DO TRABALHO;45;0;0;45;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701031;ENGENHEIRO-AREA;104;0;0;104;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701032;ENGENHEIRO DE SEG DO TRABALHO;274;0;0;274;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701033;ESTATISTICO;80;0;0;80;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701034;FARMACEUTICO-HABILITACAO;32;0;0;32;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701036;FILOSOFO;4;0;0;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701037;FISICO;3;0;0;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701038;FISIOTERAPEUTA;58;0;0;58;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701039;FONOAUDIOLOGO;65;0;0;65;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701040;GEOGRAFO;28;0;0;28;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701041;GEOLOGO;2;0;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701043;HISTORIADOR;30;0;0;30;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701045;JORNALISTA;92;0;0;92;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701046;MATEMATICO;22;0;0;22;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701047;MEDICO-AREA;1694;0;0;1694;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701048;MEDICO VETERINARIO;200;0;0;200;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701051;METEOROLOGISTA;1;0;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701052;MUSEOLOGO;9;0;0;9;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701053;MUSICO;1;0;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701054;MUSICO-TERAPEUTA;10;0;0;10;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701055;NUTRICIONISTA-HABILITACAO;153;0;0;153;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701058;PEDAGOGO-AREA;163;0;0;163;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701060;PSICOLOGO-AREA;31;0;0;31;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701061;PRODUTOR CULTURAL;59;0;0;59;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701062;ANALISTA DE TEC DA INFORMACAO;1004;0;0;1004;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701063;ODONTOLOGO - 30 HORAS - DL 1445-76;119;0;0;119;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701064;ODONTOLOGO - 40 HORAS;219;0;0;219;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701065;MEDICO VETERINARIO;2;0;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701066;PROGRAMADOR VISUAL;81;0;0;81;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701067;PUBLICITARIO;21;0;0;21;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701068;QUIMICO;7;0;0;7;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701069;REDATOR;2;0;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701070;REGENTE;9;0;0;9;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701071;RESTAURADOR-AREA;1;0;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701072;RELACOES PUBLICAS;164;0;0;164;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701073;REVISOR DE TEXTOS;102;0;0;102;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701074;ROTEIRISTA;2;0;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701076;SECRETARIO EXECUTIVO;172;0;0;172;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701077;SOCIOLOGO;105;0;0;105;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701078;TECNICO DESPORTIVO;1;0;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701079;TECNICO EM ASSUNTOS EDUCACIONAIS;710;0;0;710;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701081;TECNOLOGO-FORMACAO;28;0;0;28;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701084;TRADUTOR INTERPRETE;19;0;0;19;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701085;ZOOTECNISTA;122;0;0;122;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701086;ENGENHEIRO AGRONOMO;190;0;0;190;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701087;FARMACEUTICO;94;0;0;94;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;701088;FARMACEUTICO BIOQUIMICO;48;0;0;48;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;705001;PROFESSOR DO MAGISTERIO SUPERIOR;4317;0;0;4317;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;706001;PROFESSOR TITULAR-LIVRE MAG SUPERIOR;1050;0;0;1050;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;707001;PROFESSOR ENS BASICO TECN TECNOLOGICO;7154;0;0;7154;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;15000;MINISTERIO DA EDUCACAO;MEC;NS;708001;PROFESSOR TIT-LIVRE ENS BAS TEC TECNOL;526;0;0;526;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;16000;COMANDO DO EXERCITO;C.EX;NA;406004;AUXILIAR TECNICO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;16000;COMANDO DO EXERCITO;C.EX;NA;407003;AUXILIAR EM CIENCIA E TECNOLOGIA;6;6;6;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
